ID,Composer,Work Title,Movement,Catalogue Number,Year,Piece Style,Genre,Size,IMSLP URL
ILB0166_02,"Beethoven, Ludwig van",Piano Sonata No.5,2,Op.10 No.1,1795,Classical,piano,526,https://imslp.org/wiki/Piano_Sonata_No.5%2C_Op.10_No.1_(Beethoven%2C_Ludwig_van)
ILB0166_03,"Beethoven, Ludwig van",Piano Sonata No.5,3,Op.10 No.1,1795,Classical,piano,1175,https://imslp.org/wiki/Piano_Sonata_No.5%2C_Op.10_No.1_(Beethoven%2C_Ludwig_van)
ILB0167_01,"Beethoven, Ludwig van",Piano Sonata No.6,1,Op.10 No.2,1796,Classical,piano,1886,https://imslp.org/wiki/Piano_Sonata_No.6%2C_Op.10_No.2_(Beethoven%2C_Ludwig_van)
ILB0167_02,"Beethoven, Ludwig van",Piano Sonata No.6,2,Op.10 No.2,1796,Classical,piano,477,https://imslp.org/wiki/Piano_Sonata_No.6%2C_Op.10_No.2_(Beethoven%2C_Ludwig_van)
ILB0167_03,"Beethoven, Ludwig van",Piano Sonata No.6,3,Op.10 No.2,1796,Classical,piano,1538,https://imslp.org/wiki/Piano_Sonata_No.6%2C_Op.10_No.2_(Beethoven%2C_Ludwig_van)
ILB0168_01,"Beethoven, Ludwig van",Piano Sonata No.7,1,Op.10 No.3,1797,Classical,piano,1926,https://imslp.org/wiki/Piano_Sonata_No.7%2C_Op.10_No.3_(Beethoven%2C_Ludwig_van)
ILB0168_02,"Beethoven, Ludwig van",Piano Sonata No.7,2,Op.10 No.3,1797,Classical,piano,803,https://imslp.org/wiki/Piano_Sonata_No.7%2C_Op.10_No.3_(Beethoven%2C_Ludwig_van)
ILB0168_03,"Beethoven, Ludwig van",Piano Sonata No.7,3,Op.10 No.3,1797,Classical,piano,580,https://imslp.org/wiki/Piano_Sonata_No.7%2C_Op.10_No.3_(Beethoven%2C_Ludwig_van)
ILB0168_04,"Beethoven, Ludwig van",Piano Sonata No.7,4,Op.10 No.3,1797,Classical,piano,881,https://imslp.org/wiki/Piano_Sonata_No.7%2C_Op.10_No.3_(Beethoven%2C_Ludwig_van)
ILB0169_01,"Beethoven, Ludwig van",Piano Sonata No.8,1,Op.13,1798,Classical,piano,1947,https://imslp.org/wiki/Piano_Sonata_No.8%2C_Op.13_(Beethoven%2C_Ludwig_van)
ILB0169_02,"Beethoven, Ludwig van",Piano Sonata No.8,2,Op.13,1798,Classical,piano,309,https://imslp.org/wiki/Piano_Sonata_No.8%2C_Op.13_(Beethoven%2C_Ludwig_van)
ILB0169_03,"Beethoven, Ludwig van",Piano Sonata No.8,3,Op.13,1798,Classical,piano,1098,https://imslp.org/wiki/Piano_Sonata_No.8%2C_Op.13_(Beethoven%2C_Ludwig_van)
ILB0170_01,"Beethoven, Ludwig van",Piano Sonata No.9,1,Op.14 No.1,1798,Classical,piano,821,https://imslp.org/wiki/Piano_Sonata_No.9%2C_Op.14_No.1_(Beethoven%2C_Ludwig_van)
ILB0170_02,"Beethoven, Ludwig van",Piano Sonata No.9,2,Op.14 No.1,1798,Classical,piano,437,https://imslp.org/wiki/Piano_Sonata_No.9%2C_Op.14_No.1_(Beethoven%2C_Ludwig_van)
ILB0170_03,"Beethoven, Ludwig van",Piano Sonata No.9,3,Op.14 No.1,1798,Classical,piano,879,https://imslp.org/wiki/Piano_Sonata_No.9%2C_Op.14_No.1_(Beethoven%2C_Ludwig_van)
ILB0322_01,"Beethoven, Ludwig van",Violin Sonata No.1 in D major,1,Op.12 No.1,1797,Classical,solo + piano,1644,https://imslp.org/wiki/Violin_Sonata_No.1%2C_Op.12_No.1_(Beethoven%2C_Ludwig_van)
ILB0322_02,"Beethoven, Ludwig van",Violin Sonata No.1 in D major,2,Op.12 No.1,1797,Classical,solo + piano,924,https://imslp.org/wiki/Violin_Sonata_No.1%2C_Op.12_No.1_(Beethoven%2C_Ludwig_van)
ILB0322_03,"Beethoven, Ludwig van",Violin Sonata No.1 in D major,3,Op.12 No.1,1797,Classical,solo + piano,824,https://imslp.org/wiki/Violin_Sonata_No.1%2C_Op.12_No.1_(Beethoven%2C_Ludwig_van)
ILB0323_01,"Beethoven, Ludwig van",Violin Sonata No.2 in A major,1,Op.12 No.2,1797,Classical,solo + piano,1262,"https://imslp.org/wiki/Violin_Sonata_No.2,_Op.12_No.2_(Beethoven,_Ludwig_van)"
ILB0323_02,"Beethoven, Ludwig van",Violin Sonata No.2 in A major,2,Op.12 No.2,1797,Classical,solo + piano,400,"https://imslp.org/wiki/Violin_Sonata_No.2,_Op.12_No.2_(Beethoven,_Ludwig_van)"
ILB0323_03,"Beethoven, Ludwig van",Violin Sonata No.2 in A major,3,Op.12 No.2,1797,Classical,solo + piano,652,"https://imslp.org/wiki/Violin_Sonata_No.2,_Op.12_No.2_(Beethoven,_Ludwig_van)"
ILB0324_01,"Beethoven, Ludwig van",Violin Sonata No.3 in E-flat major,1,Op.12 No.3,1797,Classical,solo + piano,1759,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.12_No.3_(Beethoven%2C_Ludwig_van)
ILB0324_03,"Beethoven, Ludwig van",Violin Sonata No.3 in E-flat major,3,Op.12 No.3,1797,Classical,solo + piano,1141,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.12_No.3_(Beethoven%2C_Ludwig_van)
ILB0325_01,"Beethoven, Ludwig van",Violin Sonata No.4 in A minor,1,Op.23,1800,Classical,solo + piano,1454,"https://imslp.org/wiki/Violin_Sonata_No.4,_Op.23_(Beethoven,_Ludwig_van)"
ILB0325_02,"Beethoven, Ludwig van",Violin Sonata No.4 in A minor,2,Op.23,1800,Classical,solo + piano,983,"https://imslp.org/wiki/Violin_Sonata_No.4,_Op.23_(Beethoven,_Ludwig_van)"
ILB0325_03,"Beethoven, Ludwig van",Violin Sonata No.4 in A minor,3,Op.23,1800,Classical,solo + piano,1013,"https://imslp.org/wiki/Violin_Sonata_No.4,_Op.23_(Beethoven,_Ludwig_van)"
ILB0326_01,"Beethoven, Ludwig van",Violin Sonata No.5 in F major,1,Op.24,1800,Classical,solo + piano,1799,"https://imslp.org/wiki/Violin_Sonata_No.5,_Op.24_(Beethoven,_Ludwig_van)"
ILB0326_02,"Beethoven, Ludwig van",Violin Sonata No.5 in F major,2,Op.24,1800,Classical,solo + piano,381,"https://imslp.org/wiki/Violin_Sonata_No.5,_Op.24_(Beethoven,_Ludwig_van)"
ILB0326_03,"Beethoven, Ludwig van",Violin Sonata No.5 in F major,3,Op.24,1800,Classical,solo + piano,319,"https://imslp.org/wiki/Violin_Sonata_No.5,_Op.24_(Beethoven,_Ludwig_van)"
ILB0326_04,"Beethoven, Ludwig van",Violin Sonata No.5 in F major,4,Op.24,1800,Classical,solo + piano,1243,"https://imslp.org/wiki/Violin_Sonata_No.5,_Op.24_(Beethoven,_Ludwig_van)"
ILB0327_01,"Beethoven, Ludwig van",Violin Sonata No.6 in A major,1,Op.30 No.1,1801,Classical,solo + piano,978,https://imslp.org/wiki/Violin_Sonata_No.6%2C_Op.30_No.1_(Beethoven%2C_Ludwig_van)
ILB0327_03,"Beethoven, Ludwig van",Violin Sonata No.6 in A major,3,Op.30 No.1,1801,Classical,solo + piano,1134,https://imslp.org/wiki/Violin_Sonata_No.6%2C_Op.30_No.1_(Beethoven%2C_Ludwig_van)
ILB0328_01,"Beethoven, Ludwig van",Violin Sonata No.7 in C minor,1,Op.30 No.2,1801,Classical,solo + piano,1640,https://imslp.org/wiki/Violin_Sonata_No.7%2C_Op.30_No.2_(Beethoven%2C_Ludwig_van)
ILB0328_03,"Beethoven, Ludwig van",Violin Sonata No.7 in C minor,3,Op.30 No.2,1801,Classical,solo + piano,482,https://imslp.org/wiki/Violin_Sonata_No.7%2C_Op.30_No.2_(Beethoven%2C_Ludwig_van)
ILB0328_04,"Beethoven, Ludwig van",Violin Sonata No.7 in C minor,4,Op.30 No.2,1801,Classical,solo + piano,1262,https://imslp.org/wiki/Violin_Sonata_No.7%2C_Op.30_No.2_(Beethoven%2C_Ludwig_van)
ILB0330_01,"Beethoven, Ludwig van",Violin Sonata No.9 in A major,1,Op.47,1802,Classical,solo + piano,2174,https://imslp.org/wiki/Violin_Sonata_No.9%2C_Op.47_(Beethoven%2C_Ludwig_van)
ILB0330_03,"Beethoven, Ludwig van",Violin Sonata No.9 in A major,3,Op.47,1802,Classical,solo + piano,1692,https://imslp.org/wiki/Violin_Sonata_No.9%2C_Op.47_(Beethoven%2C_Ludwig_van)
IJB0013_01,"Brahms, Johannes",11 Chorale Preludes,1,Op.122 (posth.),1896,Romantic,organ,407,https://imslp.org/wiki/11_Chorale_Preludes%2C_Op.122_(Brahms%2C_Johannes)
IJB0046_01,"Brahms, Johannes",4 Klavierstücke,1,Op.119,1893,Romantic,piano,233,https://imslp.org/wiki/4_Klavierst%C3%BCcke%2C_Op.119_(Brahms%2C_Johannes)
IJB0045_01,"Brahms, Johannes",6 Klavierstücke,1,Op.118,1893,Romantic,piano,224,https://imslp.org/wiki/6_Klavierst%C3%BCcke%2C_Op.118_(Brahms%2C_Johannes)
IJB0045_04,"Brahms, Johannes",6 Klavierstücke,4,Op.118,1893,Romantic,piano,306,https://imslp.org/wiki/6_Klavierst%C3%BCcke%2C_Op.118_(Brahms%2C_Johannes)
IJB0045_05,"Brahms, Johannes",6 Klavierstücke,5,Op.118,1893,Romantic,piano,396,https://imslp.org/wiki/6_Klavierst%C3%BCcke%2C_Op.118_(Brahms%2C_Johannes)
IJB0044_01,"Brahms, Johannes",8 Klavierstücke,1,Op.76,1871,Romantic,piano,339,https://imslp.org/wiki/8_Klavierst%C3%BCcke%2C_Op.76_(Brahms%2C_Johannes)
IJB0044_06,"Brahms, Johannes",8 Klavierstücke,6,Op.76,1871,Romantic,piano,387,https://imslp.org/wiki/8_Klavierst%C3%BCcke%2C_Op.76_(Brahms%2C_Johannes)
IJB0007_01,"Brahms, Johannes",Ballades,1,Op.10,1854,Romantic,piano,279,"https://imslp.org/wiki/4_Ballades,_Op.10_(Brahms,_Johannes)"
IJB0007_02,"Brahms, Johannes",Ballades,2,Op.10,1854,Romantic,piano,527,"https://imslp.org/wiki/4_Ballades,_Op.10_(Brahms,_Johannes)"
IJB0007_03,"Brahms, Johannes",Ballades,3,Op.10,1854,Romantic,piano,521,"https://imslp.org/wiki/4_Ballades,_Op.10_(Brahms,_Johannes)"
IJB0007_04,"Brahms, Johannes",Ballades,4,Op.10,1854,Romantic,piano,493,"https://imslp.org/wiki/4_Ballades,_Op.10_(Brahms,_Johannes)"
IJB0010_01,"Brahms, Johannes",Cello Sonata No.1,1,Op.38,1862,Romantic,solo + piano,1271,https://imslp.org/wiki/Cello_Sonata_No.1%2C_Op.38_(Brahms%2C_Johannes)
IJB0010_02,"Brahms, Johannes",Cello Sonata No.1,2,Op.38,1862,Romantic,solo + piano,857,https://imslp.org/wiki/Cello_Sonata_No.1%2C_Op.38_(Brahms%2C_Johannes)
IJB0010_03,"Brahms, Johannes",Cello Sonata No.1,3,Op.38,1862,Romantic,solo + piano,1168,https://imslp.org/wiki/Cello_Sonata_No.1%2C_Op.38_(Brahms%2C_Johannes)
IJB0015_01,"Brahms, Johannes",Clarinet Sonata No.1,1,Op.120 No.1,1894,Romantic,solo + piano,841,https://imslp.org/wiki/Clarinet_Sonata_No.1%2C_Op.120_No.1_(Brahms%2C_Johannes)
IJB0015_02,"Brahms, Johannes",Clarinet Sonata No.1,2,Op.120 No.1,1894,Romantic,solo + piano,305,https://imslp.org/wiki/Clarinet_Sonata_No.1%2C_Op.120_No.1_(Brahms%2C_Johannes)
IJB0015_03,"Brahms, Johannes",Clarinet Sonata No.1,3,Op.120 No.1,1894,Romantic,solo + piano,645,https://imslp.org/wiki/Clarinet_Sonata_No.1%2C_Op.120_No.1_(Brahms%2C_Johannes)
IJB0015_04,"Brahms, Johannes",Clarinet Sonata No.1,4,Op.120 No.1,1894,Romantic,solo + piano,635,https://imslp.org/wiki/Clarinet_Sonata_No.1%2C_Op.120_No.1_(Brahms%2C_Johannes)
IJB0016_01,"Brahms, Johannes",Clarinet Sonata No.2,1,Op.120 No.2,1894,Romantic,solo + piano,919,https://imslp.org/wiki/Clarinet_Sonata_No.2%2C_Op.120_No.2_(Brahms%2C_Johannes)
IJB0016_02,"Brahms, Johannes",Clarinet Sonata No.2,2,Op.120 No.2,1894,Romantic,solo + piano,583,https://imslp.org/wiki/Clarinet_Sonata_No.2%2C_Op.120_No.2_(Brahms%2C_Johannes)
IJB0016_03,"Brahms, Johannes",Clarinet Sonata No.2,3,Op.120 No.2,1894,Romantic,solo + piano,813,https://imslp.org/wiki/Clarinet_Sonata_No.2%2C_Op.120_No.2_(Brahms%2C_Johannes)
IJB0088_01,"Brahms, Johannes",Piano Sonata No.1,1,Op.1,1852,Romantic,piano,1677,https://imslp.org/wiki/Piano_Sonata_No.1%2C_Op.1_(Brahms%2C_Johannes)
IJB0109_00,"Brahms, Johannes",Scherzo,0,Op.4,1851,Romantic,piano,1844,"https://imslp.org/wiki/Scherzo,_Op.4_(Brahms,_Johannes)"
IJB0031_06,"Brahms, Johannes",Sieben Fantasien,6,Op.116,1892,Romantic,piano,261,"https://imslp.org/wiki/7_Fantasien,_Op.116_(Brahms,_Johannes)"
IJB0031_07,"Brahms, Johannes",Sieben Fantasien,7,Op.116,1892,Romantic,piano,445,"https://imslp.org/wiki/7_Fantasien,_Op.116_(Brahms,_Johannes)"
IJB0152_01,"Brahms, Johannes",Violin Sonata No.1,1,Op.78,1878,Romantic,solo + piano,1234,"https://imslp.org/wiki/Violin_Sonata_No.1,_Op.78_(Brahms,_Johannes)"
IJB0154_04,"Brahms, Johannes",Violin Sonata No.3,4,Op.108,1886,Romantic,solo + piano,834,https://imslp.org/wiki/Violin_Sonata_No.3%2C_Op.108_(Brahms%2C_Johannes)
IFC0046_01,"Chopin, Frédéric",2 Mazurkas,1,B.16,1825,Romantic,piano,608,"https://imslp.org/wiki/2_Mazurkas,_B.16_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0046_02,"Chopin, Frédéric",2 Mazurkas,2,B.16,1825,Romantic,piano,202,"https://imslp.org/wiki/2_Mazurkas,_B.16_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0046_03,"Chopin, Frédéric",2 Mazurkas,3,B.16,1825,Romantic,piano,315,"https://imslp.org/wiki/2_Mazurkas,_B.16_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0046_04,"Chopin, Frédéric",2 Mazurkas,4,B.16,1825,Romantic,piano,347,"https://imslp.org/wiki/2_Mazurkas,_B.16_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0008_00,"Chopin, Frédéric",Ballade No.4,0,Op.52,1842,Romantic,piano,1844,https://imslp.org/wiki/Ballade_No.4%2C_Op.52_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0017_02,"Chopin, Frédéric",Cello Sonata,2,Op.65,1846,Romantic,solo + piano,671,"https://imslp.org/wiki/Cello_Sonata,_Op.65_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0021_02,"Chopin, Frédéric",Etudes,2,Op.10,1829,Romantic,piano,766,https://imslp.org/wiki/%C3%89tudes%2C_Op.10_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0021_05,"Chopin, Frédéric",Etudes,5,Op.10,1829,Romantic,piano,944,https://imslp.org/wiki/%C3%89tudes%2C_Op.10_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0021_09,"Chopin, Frédéric",Etudes,9,Op.10,1829,Romantic,piano,319,https://imslp.org/wiki/%C3%89tudes%2C_Op.10_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0048_00,"Chopin, Frédéric",Mazurkas,0,Op.7,1824,Romantic,piano,447,"https://imslp.org/wiki/Mazurkas,_Op.7_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0049_00,"Chopin, Frédéric",Mazurkas,0,Op.17,1831,Romantic,piano,622,"https://imslp.org/wiki/Mazurkas,_Op.17_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0050_01,"Chopin, Frédéric",Mazurkas,1,Op.24,1834,Romantic,piano,534,https://imslp.org/wiki/Mazurkas%2C_Op.24_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0050_02,"Chopin, Frédéric",Mazurkas,2,Op.24,1834,Romantic,piano,372,https://imslp.org/wiki/Mazurkas%2C_Op.24_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0050_03,"Chopin, Frédéric",Mazurkas,3,Op.24,1834,Romantic,piano,369,https://imslp.org/wiki/Mazurkas%2C_Op.24_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_00,"Chopin, Frédéric",Mazurkas,0,Op.30,1835,Romantic,piano,361,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_01,"Chopin, Frédéric",Mazurkas,1,Op.30,1835,Romantic,piano,464,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_02,"Chopin, Frédéric",Mazurkas,2,Op.30,1835,Romantic,piano,453,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_03,"Chopin, Frédéric",Mazurkas,3,Op.30,1835,Romantic,piano,410,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_04,"Chopin, Frédéric",Mazurkas,4,Op.30,1835,Romantic,piano,315,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0051_05,"Chopin, Frédéric",Mazurkas,5,Op.30,1835,Romantic,piano,276,https://imslp.org/wiki/Mazurkas%2C_Op.30_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0052_01,"Chopin, Frédéric",Mazurkas,1,Op.33,1837,Romantic,piano,378,"https://imslp.org/wiki/Mazurkas,_Op.33_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0052_02,"Chopin, Frédéric",Mazurkas,2,Op.33,1837,Romantic,piano,273,"https://imslp.org/wiki/Mazurkas,_Op.33_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0052_03,"Chopin, Frédéric",Mazurkas,3,Op.33,1837,Romantic,piano,696,"https://imslp.org/wiki/Mazurkas,_Op.33_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0052_04,"Chopin, Frédéric",Mazurkas,4,Op.33,1837,Romantic,piano,447,"https://imslp.org/wiki/Mazurkas,_Op.33_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0053_01,"Chopin, Frédéric",Mazurkas,1,Op.41,1838,Romantic,piano,373,"https://imslp.org/wiki/Mazurkas,_Op.41_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0053_02,"Chopin, Frédéric",Mazurkas,2,Op.41,1838,Romantic,piano,459,"https://imslp.org/wiki/Mazurkas,_Op.41_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0053_03,"Chopin, Frédéric",Mazurkas,3,Op.41,1838,Romantic,piano,345,"https://imslp.org/wiki/Mazurkas,_Op.41_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0053_04,"Chopin, Frédéric",Mazurkas,4,Op.41,1838,Romantic,piano,736,"https://imslp.org/wiki/Mazurkas,_Op.41_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0054_01,"Chopin, Frédéric",Mazurkas,1,Op.50,1841,Romantic,piano,199,"https://imslp.org/wiki/Mazurkas,_Op.50_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0054_02,"Chopin, Frédéric",Mazurkas,2,Op.50,1841,Romantic,piano,258,"https://imslp.org/wiki/Mazurkas,_Op.50_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0054_03,"Chopin, Frédéric",Mazurkas,3,Op.50,1841,Romantic,piano,345,"https://imslp.org/wiki/Mazurkas,_Op.50_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0054_04,"Chopin, Frédéric",Mazurkas,4,Op.50,1841,Romantic,piano,476,"https://imslp.org/wiki/Mazurkas,_Op.50_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0055_01,"Chopin, Frédéric",Mazurkas,1,Op.56,1843,Romantic,piano,352,"https://imslp.org/wiki/Mazurkas,_Op.56_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0055_02,"Chopin, Frédéric",Mazurkas,2,Op.56,1843,Romantic,piano,510,"https://imslp.org/wiki/Mazurkas,_Op.56_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0055_03,"Chopin, Frédéric",Mazurkas,3,Op.56,1843,Romantic,piano,752,"https://imslp.org/wiki/Mazurkas,_Op.56_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0056_01,"Chopin, Frédéric",Mazurkas,1,Op.59,1845,Romantic,piano,953,"https://imslp.org/wiki/Mazurkas,_Op.59_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0056_02,"Chopin, Frédéric",Mazurkas,2,Op.59,1845,Romantic,piano,317,"https://imslp.org/wiki/Mazurkas,_Op.59_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0057_01,"Chopin, Frédéric",Mazurkas,1,Op.63,1846,Romantic,piano,611,"https://imslp.org/wiki/Mazurkas,_Op.63_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0057_02,"Chopin, Frédéric",Mazurkas,2,Op.63,1846,Romantic,piano,420,"https://imslp.org/wiki/Mazurkas,_Op.63_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0057_03,"Chopin, Frédéric",Mazurkas,3,Op.63,1846,Romantic,piano,685,"https://imslp.org/wiki/Mazurkas,_Op.63_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0059_01,"Chopin, Frédéric",Mazurkas,1,Op.68 (Posthumous),1826,Romantic,piano,269,"https://imslp.org/wiki/Mazurkas,_Op.68_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0059_02,"Chopin, Frédéric",Mazurkas,2,Op.68 (Posthumous),1826,Romantic,piano,302,"https://imslp.org/wiki/Mazurkas,_Op.68_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0059_03,"Chopin, Frédéric",Mazurkas,3,Op.68 (Posthumous),1826,Romantic,piano,204,"https://imslp.org/wiki/Mazurkas,_Op.68_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0059_04,"Chopin, Frédéric",Mazurkas,4,Op.68 (Posthumous),1826,Romantic,piano,497,"https://imslp.org/wiki/Mazurkas,_Op.68_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0058_01,"Chopin, Frédéric","Mazurkas, Op.67",1,Op.67 (Posthumous),1830,Romantic,piano,380,"https://imslp.org/wiki/Mazurkas,_Op.67_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0058_02,"Chopin, Frédéric","Mazurkas, Op.67",2,Op.67 (Posthumous),1830,Romantic,piano,200,"https://imslp.org/wiki/Mazurkas,_Op.67_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0058_03,"Chopin, Frédéric","Mazurkas, Op.67",3,Op.67 (Posthumous),1830,Romantic,piano,299,"https://imslp.org/wiki/Mazurkas,_Op.67_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0101_01,"Chopin, Frédéric",Scherzo No.2,1,Op.31,1837,Romantic,piano,404,https://imslp.org/wiki/Scherzo_No.2%2C_Op.31_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0101_02,"Chopin, Frédéric",Scherzo No.2,2,Op.31,1837,Romantic,piano,339,https://imslp.org/wiki/Scherzo_No.2%2C_Op.31_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0101_03,"Chopin, Frédéric",Scherzo No.2,3,Op.31,1837,Romantic,piano,215,https://imslp.org/wiki/Scherzo_No.2%2C_Op.31_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0101_04,"Chopin, Frédéric",Scherzo No.2,4,Op.31,1837,Romantic,piano,443,https://imslp.org/wiki/Scherzo_No.2%2C_Op.31_(Chopin%2C_Fr%C3%A9d%C3%A9ric)
IFC0111_00,"Chopin, Frédéric",Waltz in A minor,0,B.150 ; CT 224,1843,Romantic,piano,2039,"https://imslp.org/wiki/Waltz_in_A_minor,_B.150_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0119_00,"Chopin, Frédéric",Waltzes,0,Op.64,1846,Romantic,piano,350,"https://imslp.org/wiki/Waltzes,_Op.64_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0120_01,"Chopin, Frédéric",Waltzes,1,Op.69,1829,Romantic,piano,680,"https://imslp.org/wiki/Waltzes,_Op.69_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IFC0120_02,"Chopin, Frédéric",Waltzes,2,Op.69,1829,Romantic,piano,853,"https://imslp.org/wiki/Waltzes,_Op.69_(Chopin,_Fr%C3%A9d%C3%A9ric)"
IMC0038_01,"Clementi, Muzio",6 Sonatinas,1,Op.36,1797,Classical,piano,320,https://imslp.org/wiki/6_Piano_Sonatinas%2C_Op.36_(Clementi%2C_Muzio)
IMC0038_02,"Clementi, Muzio",6 Sonatinas,2,Op.36,1797,Classical,piano,125,https://imslp.org/wiki/6_Piano_Sonatinas%2C_Op.36_(Clementi%2C_Muzio)
IMC0038_03,"Clementi, Muzio",6 Sonatinas,3,Op.36,1797,Classical,piano,414,https://imslp.org/wiki/6_Piano_Sonatinas%2C_Op.36_(Clementi%2C_Muzio)
IMC0032_02,"Clementi, Muzio",Sonata No. 6 in D Major,2,Op.36,1790,Classical,piano,616,https://imslp.org/wiki/6_Piano_Sonatas%2C_Op.25_(Clementi%2C_Muzio)
ICD0010_00,"Debussy, Claude",Berceuse héroïque,0,CD 140 ; L.132,1914,Romantic,piano,221,https://imslp.org/wiki/Berceuse_h%C3%A9ro%C3%AFque_(Debussy%2C_Claude)
ICD0004_01,"Debussy, Claude",Deux Arabesques,1,CD 74 ; L.66,1890,Romantic,piano,615,https://imslp.org/wiki/2_Arabesques_(Debussy%2C_Claude)
ICD0004_02,"Debussy, Claude",Deux Arabesques,2,CD 74 ; L.66,1890,Romantic,piano,867,https://imslp.org/wiki/2_Arabesques_(Debussy%2C_Claude)
ICD0036_03,"Debussy, Claude",Images (Prèmiere Série),3,CD 105 ; L.110,1904,Early 20th century,piano,1521,"https://imslp.org/wiki/Images,_1ere_s%C3%A9rie_(Debussy,_Claude)"
ICD0048_00,"Debussy, Claude",Mazurka,0,CD 75 ; L.67,1890,Romantic,piano,466,https://imslp.org/wiki/Mazurka_(Debussy%2C_Claude)
ICD0069_02,"Debussy, Claude",Pour le Piano,2,CD 95 ; L.95 ,1894,Romantic,piano,301,"https://imslp.org/wiki/Pour_le_piano_(Debussy,_Claude)"
ICD0071_08,"Debussy, Claude","Préludes, Premier Livre",8,CD 125 ; L.117,1909,Romantic,Piano,202,https://imslp.org/wiki/Pr%C3%A9ludes%2C_Livre_1_(Debussy%2C_Claude)
ICD0071_10,"Debussy, Claude","Préludes, Premier Livre",10,CD 125 ; L.117,1909,Romantic,Piano,112,https://imslp.org/wiki/Pr%C3%A9ludes%2C_Livre_1_(Debussy%2C_Claude)
ICD0078_00,"Debussy, Claude",Rêverie,0,CD 76 ; L.68,1890,Romantic,piano,321,https://imslp.org/wiki/R%C3%AAverie_(Debussy%2C_Claude)
ICD0013_01,"Debussy, Claude",Sonate pour violoncelle et piano ; Cello Sonata ,1, CD 144 ; L.135 ,1915,Romantic,solo + piano,471,https://imslp.org/wiki/Cello_Sonata_(Debussy%2C_Claude)
